Course,Name,City,State,Rank,Type,Website,passion_interest
8. B.Tech - Information Technology,M.S. Ramaiah University of Applied Sciences,Bangalore,Karnataka,65,Private,https://www.msruas.ac.in/,"* Programming
* Data Analysis
* Technology
* Networks
* Cloud Computing"
9. B.Tech - Chemical Engineering,M.S. Ramaiah University of Applied Sciences,Bangalore,Karnataka,65,Private,https://www.msruas.ac.in/,"* Chemical Reactions
* Process Design
* Simulation
* Materials Science
* Environmental Engineering"
10. B.Tech - Mechatronics Engineering,M.S. Ramaiah University of Applied Sciences,Bangalore,Karnataka,65,Private,https://www.msruas.ac.in/,"* Robotics
* Automation
* Mechatronics
* Control Systems
* Embedded Systems"
11. B.Tech - Artificial Intelligence and Machine Learning,M.S. Ramaiah University of Applied Sciences,Bangalore,Karnataka,65,Private,https://www.msruas.ac.in/,"* Analytics
* Programming
* Math
* Automation
* Problem-solving"
12. B.Tech - Electrical and Electronics Engineering,M.S. Ramaiah University of Applied Sciences,Bangalore,Karnataka,65,Private,https://www.msruas.ac.in/,"* Power systems
* Electronics
* Control systems
* Robotics
* Telecommunications"
13. B.Tech - Medical Electronics Engineering,M.S. Ramaiah University of Applied Sciences,Bangalore,Karnataka,65,Private,https://www.msruas.ac.in/,"* Biomedical Technology
* Computational Biology
* Medical Imaging
* Instrumentation
* Healthcare Technology"
14. B.Sc - Computer Science,M.S. Ramaiah University of Applied Sciences,Bangalore,Karnataka,65,Private,https://www.msruas.ac.in/,"* Technology
* Programming
* Problem-solving
* Data analysis
* Innovation"
15. B.Sc - Mathematics,M.S. Ramaiah University of Applied Sciences,Bangalore,Karnataka,65,Private,https://www.msruas.ac.in/,"* Analytical Thinking
* Problem Solving
* Data Analysis
* Statistics
* Computation"
16. B.Sc - Physics,M.S. Ramaiah University of Applied Sciences,Bangalore,Karnataka,65,Private,https://www.msruas.ac.in/,"* Cosmology
* Relativity
* Quantum Mechanics
* Thermodynamics
* Statistical Physics"
17. B.Sc - Chemistry,M.S. Ramaiah University of Applied Sciences,Bangalore,Karnataka,65,Private,https://www.msruas.ac.in/,"* Research
* Medicine
* Education
* Industry
* Pharma"
18. B.Sc - Biotechnology,M.S. Ramaiah University of Applied Sciences,Bangalore,Karnataka,65,Private,https://www.msruas.ac.in/,"* Biology
* Chemistry
* Math
* Physics
* Medicine"
19. B.Sc - Microbiology,M.S. Ramaiah University of Applied Sciences,Bangalore,Karnataka,65,Private,https://www.msruas.ac.in/,"- *Microorganisms*
- *Pathology*
- *Medicine*
- *Biotechnology*
- *Environmental Science*"
20. B.Arch - Architecture,M.S. Ramaiah University of Applied Sciences,Bangalore,Karnataka,65,Private,https://www.msruas.ac.in/,"* Design
* Creativity
* Urban planning
* Sustainability
* Problem-solving"
1. Bachelor of Pharmacy (B.Pharm),Goa College of Pharmacy,Panaji,Goa,66,Private,https://www.goacolegofpharmacy.edu.in/,"* Chemistry
* Biology
* Healthcare
* Research
* Pharmaceuticals"
2. Bachelor of Medical Laboratory Technology (BMLT),Goa College of Pharmacy,Panaji,Goa,66,Private,https://www.goacolegofpharmacy.edu.in/,"* Health Care
* Science
* Laboratory Work
* Diagnosis
* Patient Care"
3. Bachelor of Radiography and Imaging Technology (BRIT),Goa College of Pharmacy,Panaji,Goa,66,Private,https://www.goacolegofpharmacy.edu.in/,"* Medicine
* Technology
* Health
* Anatomy
* Science"
4. Bachelor of Optometry (B.Optom),Goa College of Pharmacy,Panaji,Goa,66,Private,https://www.goacolegofpharmacy.edu.in/,"* Vision Care
* Eye Health
* Research
* Consulting
* Entrepreneurship"
5. Bachelor of Science in Nursing (B.Sc Nursing),Goa College of Pharmacy,Panaji,Goa,66,Private,https://www.goacolegofpharmacy.edu.in/,"* Healthcare
* Helping others
* Biology
* Science
* Compassion"
1. Bachelor of Pharmacy (B.Pharm),Acharya & B M Reddy College of Pharmacy,Bengaluru,Karnataka,67,Private,https://abrpharmacollege.edu.in/,"* Medicine
* Healthcare
* Chemistry
* Drugs
* Research"
2. Bachelor of Ayurvedic Medicine and Surgery (BAMS),Acharya & B M Reddy College of Pharmacy,Bengaluru,Karnataka,67,Private,https://abrpharmacollege.edu.in/,"* Ayurveda
* Traditional Medicine
* Natural Healing
* Holistic Approach
* Job Opportunities"
3. Bachelor of Unani Medicine and Surgery (BUMS),Acharya & B M Reddy College of Pharmacy,Bengaluru,Karnataka,67,Private,https://abrpharmacollege.edu.in/,"* Healthcare
* Holistic
* Traditional
* Natural
* Medicine"
4. Bachelor of Homoeopathic Medicine and Surgery (BHMS),Acharya & B M Reddy College of Pharmacy,Bengaluru,Karnataka,67,Private,https://abrpharmacollege.edu.in/,"* Healing
* Alternative medicine
* Nature
* Lifestyle
* Holistic"
5. Bachelor of Naturopathy and Yogic Sciences (BNYS),Acharya & B M Reddy College of Pharmacy,Bengaluru,Karnataka,67,Private,https://abrpharmacollege.edu.in/,"* Health and wellness
* Natural therapies
* Yoga
* Meditation
* Spirituality"
6. Bachelor of Prosthetics and Orthotics (BPO),Acharya & B M Reddy College of Pharmacy,Bengaluru,Karnataka,67,Private,https://abrpharmacollege.edu.in/,"* Medical devices
* Rehabilitation
* Healthcare
* Patient care
* Engineering"
7. Bachelor of Ophthalmic Technology (BOT),Acharya & B M Reddy College of Pharmacy,Bengaluru,Karnataka,67,Private,https://abrpharmacollege.edu.in/,"* Optometry
* Vision Science
* Patient Care
* Technology
* Healthcare"
8. Bachelor of Audiology and Speech-Language Pathology (BASLP),Acharya & B M Reddy College of Pharmacy,Bengaluru,Karnataka,67,Private,https://abrpharmacollege.edu.in/,"* Communication
* Language
* Hearing
* Speech
* Health"
9. Bachelor of Occupational Therapy (BOT),Acharya & B M Reddy College of Pharmacy,Bengaluru,Karnataka,67,Private,https://abrpharmacollege.edu.in/,"* Caring
* Compassion
* Helping
* Health
* Rehabilitation"
11. Bachelor of Science in Medical Records Science (BSMRS),Acharya & B M Reddy College of Pharmacy,Bengaluru,Karnataka,67,Private,https://abrpharmacollege.edu.in/,"* Healthcare
* Data Management
* Technology
* Patient Care
* Administration"
12. Bachelor of Science in Hospital Administration (BSHA),Acharya & B M Reddy College of Pharmacy,Bengaluru,Karnataka,67,Private,https://abrpharmacollege.edu.in/,"* Healthcare management
* Patient care
* Operations research
* Leadership
* Healthcare informatics"
13. Bachelor of Science in Medical Lab Technology (BMLT),Acharya & B M Reddy College of Pharmacy,Bengaluru,Karnataka,67,Private,https://abrpharmacollege.edu.in/,"* Science
* Healthcare
* Laboratory
* Diagnosis
* Research"
14. Bachelor of Science in Nursing (B.Sc Nursing),Acharya & B M Reddy College of Pharmacy,Bengaluru,Karnataka,67,Private,https://abrpharmacollege.edu.in/,"* Caring
* Helping
* Science
* Health
* Medicine"
15. Bachelor of Science in Pharmacy (B.Sc Pharmacy),Acharya & B M Reddy College of Pharmacy,Bengaluru,Karnataka,67,Private,https://abrpharmacollege.edu.in/,"* Medicine
* Science
* Health
* Research
* Business"
1. Bachelor of Pharmacy (B.Pharm),Smt. Kishoritai Bhoyar College of Pharmacy,Nagpur,Maharashtra,68,Private,https://skbcpharmay.in/,"* Chemistry
* Biology
* Medicine
* Healthcare
* Research"
1. B.Pharma,Amar Shaheed Baba Ajit Singh jujhar Singh Memorial College of Pharmacy,Bela,Punjab,69,Private,https://asbajsmemorialcollegeofpharmacy.com/,"* Science
* Medicine
* Pharmacy
* Research
* Healthcare"
2. D.Pharma,Amar Shaheed Baba Ajit Singh jujhar Singh Memorial College of Pharmacy,Bela,Punjab,69,Private,https://asbajsmemorialcollegeofpharmacy.com/,"* Pharmaceutical Sciences
* Drug Development
* Healthcare Management
* Research and Development
* Medical Sales"
1. Bachelor of Science (B.Sc.) Agriculture,"Sam Higginbottom Institute ofAgriculture, Technology & Sciences",Prayagraj,Uttar Pradesh,70,Private,https://shiats.edu.in/,"* Agronomy
* Horticulture
* Animal Science
* Food Science
* Natural Resources"
2. Bachelor of Science (B.Sc.) Food Science and Technology,"Sam Higginbottom Institute ofAgriculture, Technology & Sciences",Prayagraj,Uttar Pradesh,70,Private,https://shiats.edu.in/,"* Food
* Science
* Technology
* Nutrition
* Health"
3. Bachelor of Science (B.Sc.) Home Science,"Sam Higginbottom Institute ofAgriculture, Technology & Sciences",Prayagraj,Uttar Pradesh,70,Private,https://shiats.edu.in/,"* Nutrition
* Food Science
* Textiles
* Home Management
* Child Development"
4. Bachelor of Technology (B.Tech.) Agricultural Engineering,"Sam Higginbottom Institute ofAgriculture, Technology & Sciences",Prayagraj,Uttar Pradesh,70,Private,https://shiats.edu.in/,"* Agronomy
* Irrigation
* Energy
* Food
* Environment"
5. Bachelor of Technology (B.Tech.) Computer Science and Engineering,"Sam Higginbottom Institute ofAgriculture, Technology & Sciences",Prayagraj,Uttar Pradesh,70,Private,https://shiats.edu.in/,"* Technology
* Computing
* Programming
* Problem-solving
* Innovation"
6. Bachelor of Technology (B.Tech.) Electronics and Communication Engineering,"Sam Higginbottom Institute ofAgriculture, Technology & Sciences",Prayagraj,Uttar Pradesh,70,Private,https://shiats.edu.in/,"* Electronics
* Communications
* Circuitry
* Networking
* Design"
7. Bachelor of Technology (B.Tech.) Food Technology,"Sam Higginbottom Institute ofAgriculture, Technology & Sciences",Prayagraj,Uttar Pradesh,70,Private,https://shiats.edu.in/,"* Food Science
* Nutrition
* Health
* Engineering
* Business"
8. Bachelor of Business Administration (BBA),"Sam Higginbottom Institute ofAgriculture, Technology & Sciences",Prayagraj,Uttar Pradesh,70,Private,https://shiats.edu.in/,"* Leadership
* Management
* Finance
* Marketing
* Entrepreneurship"
1. Bachelor of Architecture (B.Arch),Gujarat Technological University,Ahmedabad,Gujarat,71,State,https://www.gtu.ac.in/,"* Design
* Creativity
* Engineering
* Aesthetics
* Urban Planning"
2. Bachelor of Arts in Fashion Design (B.A.F.D),Gujarat Technological University,Ahmedabad,Gujarat,71,State,https://www.gtu.ac.in/,"* Creativity
* Fashion
* Design
* Aesthetics
* Trends"
3. Bachelor of Business Administration (B.B.A),Gujarat Technological University,Ahmedabad,Gujarat,71,State,https://www.gtu.ac.in/,"* Management
* Finance
* Marketing
* Human Resources
* Entrepreneurship"
4. Bachelor of Computer Application (B.C.A),Gujarat Technological University,Ahmedabad,Gujarat,71,State,https://www.gtu.ac.in/,"* Programming
* Technology
* Software Development
* Web Development
* Database Management"
5. Bachelor of Computer Engineering (B.E. Computer),Gujarat Technological University,Ahmedabad,Gujarat,71,State,https://www.gtu.ac.in/,"* Programming
* Problem-solving
* Logic
* Technology
* Innovation"
6. Bachelor of Civil Engineering (B.E. Civil),Gujarat Technological University,Ahmedabad,Gujarat,71,State,https://www.gtu.ac.in/,"* Infrastructure
* Sustainability
* Design
* Construction
* Management"
7. Bachelor of Chemical Engineering (B.E. Chemical),Gujarat Technological University,Ahmedabad,Gujarat,71,State,https://www.gtu.ac.in/,"* *Chemistry*
* *Mathematics*
* *Physics*
* *Problem-solving*
* *Design*"
9. Bachelor of Electronics and Communication Engineering (B.E. Electronics),Gujarat Technological University,Ahmedabad,Gujarat,71,State,https://www.gtu.ac.in/,"* Electronics
* Communication
* Signal processing
* Embedded systems
* Nanotechnology"
10. Bachelor of Information Technology (B.E. I.T.),Gujarat Technological University,Ahmedabad,Gujarat,71,State,https://www.gtu.ac.in/,"* Web Development
* Database Management
* Cloud Computing
* Software Engineering
* Data Analytics"
11. Bachelor of Instrumentation and Control Engineering (B.E. Instrumentation),Gujarat Technological University,Ahmedabad,Gujarat,71,State,https://www.gtu.ac.in/,"* Automation
* Robotics
* Sensors
* Electronics
* Process Control"
12. Bachelor of Mechanical Engineering (B.E. Mechanical),Gujarat Technological University,Ahmedabad,Gujarat,71,State,https://www.gtu.ac.in/,"* Science
* Physics
* Mathematics
* Problem-solving
* Innovation"
13. Bachelor of Pharmacy (B.Pharm),Gujarat Technological University,Ahmedabad,Gujarat,71,State,https://www.gtu.ac.in/,"* Medicine
* Health
* Science
* Research
* Drug development"
14. Bachelor of Science in Biotechnology (B.Sc. Biotechnology),Gujarat Technological University,Ahmedabad,Gujarat,71,State,https://www.gtu.ac.in/,"* Biotechnology
* Science
* Research
* Medicine
* Engineering"
15. Bachelor of Science in Chemistry (B.Sc. Chemistry),Gujarat Technological University,Ahmedabad,Gujarat,71,State,https://www.gtu.ac.in/,"* Chemistry
* Science
* Research
* Medicine
* Education"
16. Bachelor of Science in Computer Science (B.Sc. Computer Science),Gujarat Technological University,Ahmedabad,Gujarat,71,State,https://www.gtu.ac.in/,"* Programming
* Technology
* Algorithms
* Artificial Intelligence
* Software Development"
17. Bachelor of Science in Electronics (B.Sc. Electronics),Gujarat Technological University,Ahmedabad,Gujarat,71,State,https://www.gtu.ac.in/,"* Electronics
* Physics
* Mathematics
* Communication
* Technology"
18. Bachelor of Science in Information Technology (B.Sc. I.T.),Gujarat Technological University,Ahmedabad,Gujarat,71,State,https://www.gtu.ac.in/,"* Computers
* Technology
* Programming
* Networking
* Data Analytics"
19. Bachelor of Science in Mathematics (B.Sc. Mathematics),Gujarat Technological University,Ahmedabad,Gujarat,71,State,https://www.gtu.ac.in/,"* Computation
* Problem-solving
* Logic
* Patterns
* Data analysis"
20. Bachelor of Science in Physics (B.Sc. Physics),Gujarat Technological University,Ahmedabad,Gujarat,71,State,https://www.gtu.ac.in/,"* Science
* Physics
* Mathematics
* Problem-solving
* Research"
1. Diploma in Pharmacy (D.Pharm),"College of Pharmacy, Pt. B. D. Sharma, University of Health Sciences",Rohtak,Haryana,72,State,https://www.copbdsruh.ac.in/,"* Healthcare
* Medicine
* Chemistry
* Biology
* Research"
1. Bachelor of Arts (BA),Mohan Lal Sukhadia University,Udaipur,Rajasthan,73,State,https://www.mlsu.ac.in,"* Literature
* History
* Philosophy
* Art
* Music"
2. Bachelor of Commerce (B.Com),Mohan Lal Sukhadia University,Udaipur,Rajasthan,73,State,https://www.mlsu.ac.in,"* Accounting
* Finance
* Marketing
* Economics
* Taxation"
3. Bachelor of Science (B.Sc),Mohan Lal Sukhadia University,Udaipur,Rajasthan,73,State,https://www.mlsu.ac.in,"* Physics 
* Chemistry 
* Biology 
* Mathematics
* Computer Science"
4. Bachelor of Business Administration (BBA),Mohan Lal Sukhadia University,Udaipur,Rajasthan,73,State,https://www.mlsu.ac.in,"* Business
* Marketing
* Finance
* Management
* Entrepreneurship"
5. Bachelor of Computer Applications (BCA),Mohan Lal Sukhadia University,Udaipur,Rajasthan,73,State,https://www.mlsu.ac.in,"* Software Development
* Web Design
* Programming Languages
* Database Management
* IT Infrastructure"
6. Bachelor of Library and Information Science (BLIS),Mohan Lal Sukhadia University,Udaipur,Rajasthan,73,State,https://www.mlsu.ac.in,"* Books
* Information
* Research
* Technology
* Organization"
7. Bachelor of Physical Education (BPEd),Mohan Lal Sukhadia University,Udaipur,Rajasthan,73,State,https://www.mlsu.ac.in,"* Fitness
* Sports
* Health
* Coaching
* Recreation"
8. Bachelor of Elementary Education (BElEd),Mohan Lal Sukhadia University,Udaipur,Rajasthan,73,State,https://www.mlsu.ac.in,"* **Music**
* **Art**
* **Science**
* **Math**
* **Literature**"
9. Bachelor of Secondary Education (BSEd),Mohan Lal Sukhadia University,Udaipur,Rajasthan,73,State,https://www.mlsu.ac.in,"* Teaching
* Education
* Children
* Learning
* Curriculum"
10. Bachelor of Vocational Education (BVoc),Mohan Lal Sukhadia University,Udaipur,Rajasthan,73,State,https://www.mlsu.ac.in,"* Creative Arts
* Information Technology
* Retail
* Tourism
* Healthcare"
11. Bachelor of Arts in Education (BA Ed.),Mohan Lal Sukhadia University,Udaipur,Rajasthan,73,State,https://www.mlsu.ac.in,"* Teaching
* Children
* Education
* Learning
* Psychology"
12. Bachelor of Science in Education (B.Sc. Ed.),Mohan Lal Sukhadia University,Udaipur,Rajasthan,73,State,https://www.mlsu.ac.in,"* Education
* Children
* Learning
* Development
* Teaching"
13. Bachelor of Social Work (BSW),Mohan Lal Sukhadia University,Udaipur,Rajasthan,73,State,https://www.mlsu.ac.in,"* Social justice
* Community development
* Social policy
* Human rights
* Advocacy"
14. Bachelor of Tourism and Travel Management (BTTM),Mohan Lal Sukhadia University,Udaipur,Rajasthan,73,State,https://www.mlsu.ac.in,"* Travel
* Adventure
* Culture
* Hospitality
* Tourism"
15. Bachelor of Hotel Management and Catering Technology (BHMCT),Mohan Lal Sukhadia University,Udaipur,Rajasthan,73,State,https://www.mlsu.ac.in,"* Hospitality
* Travel
* Food
* Luxury
* Events"
16. Bachelor of Fashion Design (BFD),Mohan Lal Sukhadia University,Udaipur,Rajasthan,73,State,https://www.mlsu.ac.in,"* Drawing
* Sewing
* Design
* Creativity
* Textiles"
17. Bachelor of Interior Design (BID),Mohan Lal Sukhadia University,Udaipur,Rajasthan,73,State,https://www.mlsu.ac.in,"* Creativity
* Aesthetics
* Home decor
* Space planning
* Art"
18. Bachelor of Architecture (B.Arch.),Mohan Lal Sukhadia University,Udaipur,Rajasthan,73,State,https://www.mlsu.ac.in,"* Art
* Design
* History
* Sustainability
* Creativity"
19. Bachelor of Civil Engineering (B.C.E.),Mohan Lal Sukhadia University,Udaipur,Rajasthan,73,State,https://www.mlsu.ac.in,"* Design
* Construction
* Environment
* Infrastructure
* Sustainability"
20. Bachelor of Electrical Engineering (B.E.E.),Mohan Lal Sukhadia University,Udaipur,Rajasthan,73,State,https://www.mlsu.ac.in,"* Electronics
* Circuits
* Power
* Systems
* Design"
